reaction	reactionName	A120	A100	A80	A60	G120	G100	G80	G60	X120	X100	X80	X60
t_0800	TAG (1-18:0, 2-18:2, 3-16:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0801	TAG (1-18:0, 2-18:2, 3-18:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0802	TAG (1-18:0, 2-18:2, 3-18:1) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0803	TAG (1-18:0, 2-18:3, 3-16:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0804	TAG (1-18:0, 2-18:3, 3-18:0) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0805	TAG (1-18:0, 2-18:3, 3-18:1) transport, ER membrane-lipid particle	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0806	1-acyl-sn-glycerol 3-phosphate (16:0) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0807	1-acyl-sn-glycerol 3-phosphate (18:0) transport, ER membrane-vacuolar membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0808	phosphatidyl-L-serine (1-16:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.002385	0.003126	0.002801	0.000000	0.008014	0.000000	0.000000	0.000046	0.000337	0.000000	0.000000
t_0809	phosphatidyl-L-serine (1-16:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000426	0.000000	0.000000	0.000000	0.001312	0.000000	0.006693	0.007291	0.000000	0.000000	0.002141	0.002898
t_0810	phosphatidyl-L-serine (1-18:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000128	0.000000	0.000896	0.000000	0.000000	0.000000	0.000000
t_0811	phosphatidyl-L-serine (1-18:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0812	phosphatidylethanolamine (1-16:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000059	0.000284	0.000000	0.000022	0.000000	0.000000	0.000000	0.000005	0.000057	0.000000	0.000162
t_0813	phosphatidylethanolamine (1-16:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0814	phosphatidylethanolamine (1-18:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000384	0.000000	0.000000	0.000386	0.002536	0.002078	0.002553	0.000000	0.000000	0.000665	0.000744
t_0815	phosphatidylethanolamine (1-18:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0816	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0817	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000098	0.000000	0.000420	0.000391	0.000301	0.000000	0.000000	0.000000	0.000006	0.000044	0.000491	0.000665
t_0818	1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000079	0.000000	0.000000	0.000000	0.000000	0.000000
t_0819	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0820	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000530	0.000289	0.000245	0.000000	0.001812	0.001409	0.001824	0.000004	0.000033	0.000000	0.000000
t_0821	1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0822	phosphatidylcholine (1-16:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0823	phosphatidylcholine (1-16:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0824	phosphatidylcholine (1-18:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0825	phosphatidylcholine (1-18:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0826	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:2) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0827	cardiolipin (1-16:0, 2-18:1, 3-16:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0828	cardiolipin (1-16:0, 2-18:2, 3-16:0, 4-18:2) [mitochondrial membrane] SLIME rxn	0.000011	0.000059	0.000078	0.000070	0.000033	0.000000	0.000000	0.000000	0.000001	0.000008	0.000020	0.000000
t_0829	cardiolipin (1-16:0, 2-18:2, 3-16:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0830	cardiolipin (1-16:0, 2-18:3, 3-16:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0831	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0832	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-18:2) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0833	cardiolipin (1-16:0, 2-18:1, 3-18:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0834	cardiolipin (1-16:0, 2-18:2, 3-18:0, 4-18:2) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0835	cardiolipin (1-16:0, 2-18:2, 3-18:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0836	cardiolipin (1-16:0, 2-18:3, 3-18:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0837	cardiolipin (1-18:0, 2-18:1, 3-18:0, 4-18:1) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0838	cardiolipin (1-18:0, 2-18:1, 3-18:0, 4-18:2) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0839	cardiolipin (1-18:0, 2-18:1, 3-18:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0840	cardiolipin (1-18:0, 2-18:2, 3-18:0, 4-18:2) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000195	0.000160	0.000196	0.000000	0.000000	0.000032	0.000069
t_0841	cardiolipin (1-18:0, 2-18:2, 3-18:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0842	cardiolipin (1-18:0, 2-18:3, 3-18:0, 4-18:3) [mitochondrial membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0843	1-monoglyceride (16:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.001262	0.000000	0.001639	0.000000	0.000000	0.000000	0.000000
t_0844	1-monoglyceride (18:0) [endoplasmic reticulum membrane] SLIME rxn	0.000158	0.000887	0.001163	0.001042	0.000487	0.001868	0.002483	0.001540	0.000017	0.000125	0.000794	0.001075
t_0845	diglyceride (1-16:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000044	0.003584	0.000000	0.000000	0.000186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000710	0.000496
t_0846	diglyceride (1-16:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.012287	0.010068	0.012367	0.000000	0.000000	0.000000	0.000000
t_0847	diglyceride (1-18:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000567	0.000000	0.004486	0.004020	0.001700	0.000000	0.000000	0.000000	0.000066	0.000483	0.002386	0.003675
t_0848	diglyceride (1-18:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0849	triglyceride (1-16:0, 2-18:2, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0850	triglyceride (1-16:0, 2-18:2, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0851	triglyceride (1-16:0, 2-18:2, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.001296	0.004298	0.009328	0.008343	0.003995	0.000000	0.012765	0.014638	0.000138	0.001006	0.006221	0.008772
t_0852	triglyceride (1-16:0, 2-18:3, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0853	triglyceride (1-16:0, 2-18:3, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0854	triglyceride (1-16:0, 2-18:3, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.015324	0.000572	0.001209	0.000000	0.000000	0.000000	0.000000
t_0855	triglyceride (1-18:0, 2-18:2, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0856	triglyceride (1-18:0, 2-18:2, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0857	triglyceride (1-18:0, 2-18:2, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.002888	0.000208	0.000201	0.000000	0.007303	0.000000	0.000000	0.000003	0.000021	0.000289	0.000051
t_0858	triglyceride (1-18:0, 2-18:3, 3-16:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0859	triglyceride (1-18:0, 2-18:3, 3-18:0) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0860	triglyceride (1-18:0, 2-18:3, 3-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.001983	0.006836	0.008919	0.000000	0.000000	0.000000	0.000000
t_0861	phosphatidylglycerol (1-16:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0862	phosphatidylglycerol (1-16:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0863	phosphatidylglycerol (1-16:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0864	phosphatidylglycerol (1-18:0, 2-18:1) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0865	phosphatidylglycerol (1-18:0, 2-18:2) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0866	phosphatidylglycerol (1-18:0, 2-18:3) [endoplasmic reticulum membrane] SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0867	palmitate transport, cytoplasm-endoplasmic reticulum membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0868	palmitoleate transport, cytoplasm-endoplasmic reticulum membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0869	stearate transport, cytoplasm-endoplasmic reticulum membrane	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0870	oleate transport, cytoplasm-endoplasmic reticulum membrane	-0.003168	-0.018326	-0.023590	-0.020884	0.000000	0.000000	0.000000	0.000000	-0.000349	-0.002566	-0.016615	-0.022479
t_0871	linoleate transport, cytoplasm-endoplasmic reticulum membrane	-0.001012	-0.002821	-0.004076	-0.003907	-0.002710	-0.038129	-0.031207	-0.038390	-0.000060	-0.000413	-0.004418	-0.005986
t_0872	linolenate transport, cytoplasm-endoplasmic reticulum membrane	-0.001116	-0.008662	-0.011355	-0.010174	-0.003441	0.000000	0.000000	0.000000	-0.000168	-0.001223	-0.005616	-0.007602
t_0873	palmitate transport, cytoplasm-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0874	palmitoleate transport, cytoplasm-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0875	stearate transport, cytoplasm-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0876	oleate transport, cytoplasm-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0877	linoleate transport, cytoplasm-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0878	linolenate transport, cytoplasm-cell envelope	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0879	palmitate SLIME rxn	0.000445	0.002459	0.003286	0.002945	0.001371	0.008267	0.006821	0.008304	0.000049	0.000354	0.002233	0.003028
t_0880	palmitoleate SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0881	stearate SLIME rxn	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
t_0882	oleate SLIME rxn	0.003168	0.018326	0.023590	0.020884	0.010176	0.063618	0.052115	0.064035	0.000349	0.002566	0.016615	0.022479
t_0883	linoleate SLIME rxn	0.001012	0.002821	0.004076	0.003907	0.002710	0.038129	0.031207	0.038390	0.000060	0.000413	0.004418	0.005986
t_0884	linolenate SLIME rxn	0.001116	0.008662	0.011355	0.010174	0.003441	0.000000	0.000000	0.000000	0.000168	0.001223	0.005616	0.007602
y200001	glycinamide ribonucleotide transformylase	0.000000	0.000000	0.000000	0.000000	0.000000	0.012271	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200002	mannitol dehydrogenase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200003	ATP-citrate lyase	0.000000	0.000000	0.000000	0.000000	0.344951	1.638938	1.759610	2.161567	0.012167	0.088716	0.562883	0.761940
y200008	O-succinylhomoserine lyase (elimination)	0.000000	0.000000	0.000000	0.000000	1.436972	6.519767	8.244527	14.215996	0.001817	0.020615	2.420773	2.527625
y200010	purine-nucleoside phosphorylase (nicotinate)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200015	ATP:pantothenate 4'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200016	ATP:pantothenate 4'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200017	UDP-glucose:NAD+ 6-oxidoreductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200019	ADP-ribose ribophosphohydrolase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200020	ribonucleotide reductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200021	ribonucleotide reductase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200022	ATP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200023	UTP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200024	ITP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200025	UTP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200026	ITP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200027	dATP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200028	dATP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200029	dGTP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200030	dGTP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200031	dTTP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200032	dTTP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200033	dCTP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200034	dUTP:uridine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200035	dCTP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y200036	dUTP:cytidine 5'-phosphotransferase	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y300001	decane transport e--c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y300002	hexadecane transport e--c	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
y300004	long-chain alcohol dehydrogenase (C10)	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
