reaction	Acetate	Glycerol	Xylose
PI 3-P phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:3), cell envelope	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:1), cytoplasm	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:2), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:2), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:2), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:2), cytoplasm	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:3), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:3), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:3), cytoplasm	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:1), ER membrane	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:1), ER membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:2), ER membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:2), ER membrane	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:2), ER membrane	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:2), ER membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:3), ER membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:3), ER membrane	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:3), ER membrane	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:1), Golgi membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:2), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:2), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:2, 2-18:2), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:2), Golgi membrane	0	0	0
PI 3-P phosphatase (1-16:0, 2-18:3), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:0, 2-18:3), Golgi membrane	0	0	0
PI 3-P phosphatase (1-18:3, 2-18:3), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:1), cell envelope	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:1), cell envelope	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:2), cell envelope	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:2), cell envelope	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:3), cell envelope	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:1), cytoplasm	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:2), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:2), cytoplasm	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:3), cytoplasm	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:1), ER membrane	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:1), ER membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), ER membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), ER membrane	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:2), ER membrane	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:2), ER membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), ER membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), ER membrane	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:3), ER membrane	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:1), Golgi membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:2), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:2), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:2, 2-18:2), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:2), Golgi membrane	0	0	0
PI 4-P phosphatase (1-16:0, 2-18:3), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:0, 2-18:3), Golgi membrane	0	0	0
PI 4-P phosphatase (1-18:3, 2-18:3), Golgi membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:2, 2-18:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:1), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:2, 2-18:2), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:2), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:3), cell envelope	0	0	0
PI 3,5-P2 phosphatase (1-18:2, 2-18:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:1), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:2), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:2), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:2, 2-18:2), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:2), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:3), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:3), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:3), cytoplasm	0	0	0
PI 3,5-P2 phosphatase (1-18:2, 2-18:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:1), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:2), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:2), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:2, 2-18:2), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:2), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-16:0, 2-18:3), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:0, 2-18:3), vacuolar membrane	0	0	0
PI 3,5-P2 phosphatase (1-18:3, 2-18:3), vacuolar membrane	0	0	0
PI 4,5-P2 phosphatase (1-18:2, 2-18:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:3, 2-18:1), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:2), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:2), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:2, 2-18:2), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:3, 2-18:2), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:3), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:3), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:3, 2-18:3), cell envelope	0	0	0
PI 4,5-P2 phosphatase (1-18:2, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:3, 2-18:1), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:2, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:3, 2-18:2), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-16:0, 2-18:3), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:0, 2-18:3), cytoplasm	0	0	0
PI 4,5-P2 phosphatase (1-18:3, 2-18:3), cytoplasm	0	0	0
DGPP phosphatase (1-18:2, 2-18:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:3, 2-18:1), vacuolar membrane	0	0	0
DGPP phosphatase (1-16:0, 2-18:2), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:0, 2-18:2), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:2, 2-18:2), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:3, 2-18:2), vacuolar membrane	0	0	0
DGPP phosphatase (1-16:0, 2-18:3), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:0, 2-18:3), vacuolar membrane	0	0	0
DGPP phosphatase (1-18:3, 2-18:3), vacuolar membrane	0	0	0
lysoPA phosphatase (18:2), cytoplasm	0	0	0
lysoPA phosphatase (18:3), cytoplasm	0	0	0
lysoPA phosphatase (18:2), vacuolar membrane	0	0	0
lysoPA phosphatase (18:3), vacuolar membrane	0	0	0
TAG lipase (1-18:2, 2-18:1, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:1, 3-16:0), lipid particle	0	0	0
TAG lipase (1-16:0, 2-18:2, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:0, 2-18:2, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:2, 2-18:2, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:2, 3-16:0), lipid particle	0	0	0
TAG lipase (1-16:0, 2-18:3, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:0, 2-18:3, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:3, 3-16:0), lipid particle	0	0	0
TAG lipase (1-18:2, 2-18:1, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:1, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:0, 2-18:2, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:2, 2-18:2, 3-18:0), lipid particle	0	8.512515e-05	0
TAG lipase (1-18:3, 2-18:2, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:0, 2-18:3, 3-18:0), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:3, 3-18:0), lipid particle	0	0	4.513487e-04
TAG lipase (1-18:2, 2-18:1, 3-18:1), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:1, 3-18:1), lipid particle	0	0	0
TAG lipase (1-18:2, 2-18:2, 3-18:1), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:2, 3-18:1), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:3, 3-18:1), lipid particle	0	0	0
TAG lipase (1-18:2, 2-18:2, 3-18:2), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:2, 3-18:2), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:3, 3-18:2), lipid particle	0	0	0
TAG lipase (1-18:3, 2-18:3, 3-18:3), lipid particle	0	0	0
DAG lipase (1-18:2, 2-18:1), lipid particle	0	0	0
DAG lipase (1-18:3, 2-18:1), lipid particle	0	0	0
DAG lipase (1-16:0, 2-18:2), lipid particle	0	0	0
DAG lipase (1-18:0, 2-18:2), lipid particle	0	0	0
DAG lipase (1-18:2, 2-18:2), lipid particle	0	0	0
DAG lipase (1-18:3, 2-18:2), lipid particle	0	0	0
DAG lipase (1-16:0, 2-18:3), lipid particle	0	0	0
DAG lipase (1-18:0, 2-18:3), lipid particle	0	0	0
DAG lipase (1-18:3, 2-18:3), lipid particle	0	0	0
DAG lipase (1-18:2, 2-18:1), mitochondrion	0	0	0
DAG lipase (1-18:3, 2-18:1), mitochondrion	0	0	0
DAG lipase (1-16:0, 2-18:2), mitochondrion	0	0	0
DAG lipase (1-18:0, 2-18:2), mitochondrion	0	0	0
DAG lipase (1-18:2, 2-18:2), mitochondrion	0	0	0
DAG lipase (1-18:3, 2-18:2), mitochondrion	0	0	0
DAG lipase (1-16:0, 2-18:3), mitochondrion	0	0	0
DAG lipase (1-18:0, 2-18:3), mitochondrion	0	0	0
DAG lipase (1-18:3, 2-18:3), mitochondrion	0	0	0
lysoPE (1-18:2) oleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:3) oleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-16:0) linoleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:0) linoleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:2) linoleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:3) linoleoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-16:0) linolenoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:0) linolenoyl-CoA acyltransferase, lipid particle	0	0	0
lysoPE (1-18:3) linolenoyl-CoA acyltransferase, lipid particle	0	0	0
PE phospholipase A2 (1-18:2, 2-18:1), lipid particle	0	0	0
PE phospholipase A2 (1-18:3, 2-18:1), lipid particle	0	0	0
PE phospholipase A2 (1-16:0, 2-18:2), lipid particle	0	0	0
PE phospholipase A2 (1-18:0, 2-18:2), lipid particle	0	0	0
PE phospholipase A2 (1-18:2, 2-18:2), lipid particle	0	0	0
PE phospholipase A2 (1-18:3, 2-18:2), lipid particle	0	0	0
PE phospholipase A2 (1-16:0, 2-18:3), lipid particle	0	0	0
PE phospholipase A2 (1-18:0, 2-18:3), lipid particle	0	0	0
PE phospholipase A2 (1-18:3, 2-18:3), lipid particle	0	0	0
fatty-acid--CoA ligase (linolenoyl-CoA), ER membrane	0	0	0
fatty-acid--CoA ligase (linolenoyl-CoA), lipid particle	0	0	0
fatty-acid--CoA ligase (linolenoyl-CoA), peroxisome	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:2, 2-18:1) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:3, 2-18:1) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:2) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:2) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:2, 2-18:2) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:3, 2-18:2) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-16:0, 2-18:3) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:0, 2-18:3) transport, cytoplasm-ER membrane	0	0	0
1-phosphatidyl-1D-myo-inositol (1-18:3, 2-18:3) transport, cytoplasm-ER membrane	0	0	0
diglyceride (1-18:2, 2-18:1) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-18:3, 2-18:1) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-16:0, 2-18:2) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-18:0, 2-18:2) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-18:2, 2-18:2) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-18:3, 2-18:2) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-16:0, 2-18:3) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-18:0, 2-18:3) transport, cytoplasm-lipid particle	0	0	0
diglyceride (1-18:3, 2-18:3) transport, cytoplasm-lipid particle	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:2, 2-18:1) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:3, 2-18:1) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:2, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:3, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:3) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:3) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:3, 2-18:3) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:2, 2-18:1) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:3, 2-18:1) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:2, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:3, 2-18:2) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:3) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:3) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:3, 2-18:3) transport, cell envelope-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:2, 2-18:1) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:3, 2-18:1) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:2) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:2) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:2, 2-18:2) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:3, 2-18:2) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:3) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:3) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:3, 2-18:3) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:2, 2-18:1) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:3, 2-18:1) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-16:0, 2-18:2) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:0, 2-18:2) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:2, 2-18:2) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:3, 2-18:2) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-16:0, 2-18:3) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:0, 2-18:3) transport, nucleus-cytoplasm	0	0	0
diglyceride (1-18:3, 2-18:3) transport, nucleus-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:2, 2-18:1) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:3, 2-18:1) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:2) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:2) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:2, 2-18:2) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:3, 2-18:2) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:3) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:3) transport, vacuolar membrane-cytoplasm	0	0	0
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:3, 2-18:3) transport, vacuolar membrane-cytoplasm	0	0	0
diglyceride (1-18:0, 2-18:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:1, 2-18:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:2, 2-18:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:3, 2-18:1) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-16:0, 2-18:2) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:0, 2-18:2) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:2, 2-18:2) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:3, 2-18:2) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-16:0, 2-18:3) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:0, 2-18:3) transport, mitochondrial membrane-cytoplasm	0	0	0
diglyceride (1-18:3, 2-18:3) transport, mitochondrial membrane-cytoplasm	0	0	0
TAG (1-18:2, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:1, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-18:2, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:2, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:2, 2-18:2, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:2, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-16:0, 2-18:3, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:3, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:3, 3-16:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:2, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:1, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:2, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:2, 2-18:2, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:2, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:0, 2-18:3, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:3, 3-18:0) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:2, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:1, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:2, 2-18:2, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:2, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:3, 3-18:1) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:2, 2-18:2, 3-18:2) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:2, 3-18:2) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:3, 3-18:2) transport, ER membrane-lipid particle	0	0	0
TAG (1-18:3, 2-18:3, 3-18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:2, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:3, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-16:0, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:0, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:2, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:3, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-16:0, 2-18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:0, 2-18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidylcholine (1-18:3, 2-18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:2, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:3, 2-18:1) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:2, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:3, 2-18:2) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-16:0, 2-18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:0, 2-18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidylethanolamine (1-18:3, 2-18:3) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphocholine (18:2) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphocholine (18:3) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphoethanolamine (18:2) transport, ER membrane-lipid particle	0	0	0
1-acylglycerophosphoethanolamine (18:3) transport, ER membrane-lipid particle	0	0	0
phosphatidate (1-18:2, 2-18:1) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:3, 2-18:1) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-16:0, 2-18:2) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:0, 2-18:2) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:2, 2-18:2) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:3, 2-18:2) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-16:0, 2-18:3) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:0, 2-18:3) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:3, 2-18:3) transport, lipid particle-ER membrane	0	0	0
phosphatidate (1-18:0, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-18:1, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-18:2, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-18:3, 2-18:1) transport, ER membrane-mitochondrial membrane	0	0	0
phosphatidate (1-16:0, 2-18:2) transport, ER membrane-mitochondrial membrane	0	0	0
